s t k edges
44 13 1 44-39,39-40,40-41,41-21,21-30,30-36,36-29,29-14,14-13
44 13 2 44-1,1-0,0-4,4-2,2-32,32-29,29-12,12-13
47 0 0 47-1,1-0
47 0 1 47-44,44-39,39-40,40-41,41-21,21-30,30-32,32-2,2-4,4-0
47 0 2 47-44,44-1,1-0
12 38 0 12-29,29-32,32-2,2-4,4-0,0-1,1-47,47-38
12 38 1 12-11,11-29,29-36,36-30,30-21,21-41,41-42,42-45,45-46,46-38
12 38 2 12-29,29-3,3-2,2-4,4-0,0-1,1-47,47-38
34 23 0 34-29,29-3,3-23
34 23 1 34-32,32-2,2-3,3-24,24-23
34 23 2 34-28,28-29,29-6,6-25,25-23
45 42 0 45-42
45 42 1 45-44,44-39,39-40,40-41,41-42
45 42 2 45-46,46-47,47-1,1-8,8-9,9-41,41-26,26-42
10 28 0 10-8,8-1,1-0,0-4,4-5,5-3,3-29,29-28
10 28 1 10-43,43-9,9-41,41-21,21-30,30-32,32-34,34-28
10 28 2 10-8,8-9,9-41,41-21,21-30,30-32,32-34,34-28
13 1 0 13-12,12-29,29-32,32-2,2-4,4-0,0-1
13 1 1 13-14,14-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1
13 1 2 13-14,14-29,29-32,32-2,2-4,4-0,0-1
0 26 0 0-1,1-39,39-40,40-41,41-26
0 26 1 0-4,4-2,2-32,32-30,30-21,21-26
0 26 2 0-1,1-8,8-9,9-41,41-26
38 11 0 38-47,47-1,1-0,0-4,4-5,5-3,3-29,29-11
38 11 1 38-46,46-45,45-42,42-41,41-21,21-30,30-36,36-29,29-12,12-11
38 11 2 38-47,47-1,1-0,0-4,4-2,2-32,32-29,29-11
25 6 0 25-6
25 6 1 25-24,24-22,22-6
25 6 2 25-23,23-3,3-6
28 21 0 28-29,29-36,36-30,30-21
28 21 1 28-34,34-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-21
28 21 2 28-34,34-32,32-30,30-21
14 32 0 14-29,29-32
14 32 1 14-15,15-6,6-2,2-32
14 32 2 14-13,13-12,12-28,28-34,34-32
4 30 0 4-2,2-32,32-30
4 30 1 4-5,5-3,3-29,29-36,36-30
4 30 2 4-0,0-1,1-39,39-40,40-41,41-21,21-30
26 47 0 26-42,42-45,45-46,46-47
26 47 1 26-41,41-40,40-39,39-44,44-47
26 47 2 26-21,21-41,41-9,9-8,8-1,1-47
7 3 0 7-3
7 3 1 7-33,33-2,2-3
7 3 2 7-33,33-32,32-2,2-3
46 42 0 46-45,45-42
46 42 1 46-47,47-1,1-8,8-9,9-41,41-42
46 42 2 46-38,38-47,47-44,44-39,39-40,40-41,41-26,26-42
16 9 0 16-37,37-30,30-21,21-41,41-9
16 9 1 16-17,17-18,18-37,37-32,32-2,2-4,4-0,0-1,1-8,8-9
16 9 2 16-37,37-32,32-30,30-21,21-41,41-9
19 4 0 19-36,36-29,29-3,3-5,5-4
19 4 1 19-17,17-16,16-37,37-32,32-2,2-4
19 4 2 19-36,36-37,37-32,32-2,2-4
41 23 0 41-21,21-30,30-36,36-29,29-3,3-23
41 23 1 41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-24,24-23
41 23 2 41-21,21-30,30-32,32-2,2-3,3-23
22 19 0 22-6,6-29,29-36,36-19
22 19 1 22-24,24-3,3-2,2-32,32-37,37-18,18-17,17-19
22 19 2 22-24,24-3,3-29,29-36,36-19
44 4 0 44-1,1-0,0-4
44 4 1 44-39,39-40,40-41,41-21,21-30,30-32,32-2,2-4
44 4 2 44-47,47-1,1-0,0-4
47 9 0 47-1,1-8,8-9
47 9 1 47-44,44-10,10-43,43-9
47 9 2 47-46,46-45,45-42,42-41,41-9
34 46 0 34-32,32-2,2-4,4-0,0-1,1-47,47-46
34 46 1 34-35,35-36,36-30,30-21,21-41,41-42,42-45,45-46
34 46 2 34-32,32-30,30-21,21-41,41-42,42-45,45-46
17 46 0 17-16,16-37,37-30,30-21,21-41,41-42,42-45,45-46
17 46 1 17-18,18-37,37-32,32-2,2-4,4-0,0-1,1-47,47-46
17 46 2 17-18,18-37,37-30,30-21,21-41,41-42,42-45,45-46
37 35 0 37-36,36-35
37 35 1 37-32,32-34,34-35
37 35 2 37-30,30-36,36-35
45 35 0 45-42,42-41,41-21,21-30,30-36,36-35
45 35 1 45-44,44-1,1-0,0-4,4-2,2-32,32-34,34-35
45 35 2 45-42,42-26,26-21,21-30,30-36,36-35
10 7 0 10-8,8-1,1-0,0-4,4-5,5-3,3-7
10 7 1 10-43,43-9,9-41,41-21,21-30,30-32,32-33,33-7
10 7 2 10-8,8-1,1-0,0-4,4-2,2-33,33-7
35 21 0 35-36,36-30,30-21
35 21 1 35-34,34-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-21
35 21 2 35-34,34-32,32-30,30-21
0 17 0 0-4,4-2,2-32,32-37,37-18,18-17
0 17 1 0-1,1-39,39-40,40-41,41-21,21-30,30-36,36-19,19-17
0 17 2 0-4,4-2,2-32,32-37,37-16,16-17
38 2 0 38-47,47-1,1-0,0-4,4-2
38 2 1 38-46,46-45,45-42,42-41,41-21,21-30,30-32,32-2
38 2 2 38-46,46-47,47-1,1-0,0-4,4-2
25 15 0 25-6,6-15
25 15 1 25-23,23-3,3-29,29-15
25 15 2 25-24,24-22,22-6,6-29,29-14,14-15
14 43 0 14-29,29-32,32-30,30-21,21-41,41-9,9-43
14 43 1 14-15,15-6,6-2,2-4,4-0,0-1,1-44,44-10,10-43
14 43 2 14-29,29-36,36-30,30-21,21-41,41-9,9-43
4 5 0 4-5
4 5 1 4-2,2-5
4 5 2 4-0,0-1,1-39,39-40,40-41,41-21,21-30,30-36,36-29,29-3,3-5
46 45 0 46-45
46 45 1 46-47,47-44,44-45
46 45 2 46-38,38-47,47-1,1-8,8-9,9-41,41-42,42-45
29 11 0 29-11
29 11 1 29-12,12-11
29 11 2 29-27,27-12,12-11
16 0 0 16-37,37-32,32-2,2-4,4-0
16 0 1 16-17,17-18,18-37,37-30,30-21,21-41,41-40,40-39,39-1,1-0
16 0 2 16-37,37-30,30-32,32-2,2-4,4-0
19 13 0 19-36,36-29,29-12,12-13
19 13 1 19-17,17-16,16-37,37-32,32-29,29-14,14-13
19 13 2 19-36,36-29,29-14,14-13
2 47 0 2-4,4-0,0-1,1-47
2 47 1 2-32,32-30,30-21,21-41,41-42,42-45,45-44,44-47
2 47 2 2-5,5-4,4-0,0-1,1-47
41 24 0 41-21,21-30,30-36,36-29,29-3,3-24
41 24 1 41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-23,23-24
41 24 2 41-21,21-30,30-32,32-2,2-3,3-24
22 42 0 22-6,6-29,29-36,36-30,30-21,21-41,41-42
22 42 1 22-24,24-3,3-5,5-4,4-0,0-1,1-44,44-45,45-42
22 42 2 22-6,6-2,2-32,32-30,30-21,21-41,41-42
5 34 0 5-2,2-32,32-34
5 34 1 5-3,3-29,29-34
5 34 2 5-4,4-2,2-6,6-29,29-28,28-34
44 3 0 44-1,1-0,0-4,4-5,5-3
44 3 1 44-39,39-40,40-41,41-21,21-30,30-36,36-29,29-3
44 3 2 44-1,1-0,0-4,4-2,2-3
9 39 0 9-8,8-1,1-39
9 39 1 9-41,41-40,40-39
9 39 2 9-43,43-10,10-44,44-39
47 22 0 47-1,1-0,0-4,4-2,2-6,6-22
47 22 1 47-44,44-39,39-40,40-41,41-21,21-30,30-36,36-29,29-3,3-24,24-22
47 22 2 47-44,44-1,1-0,0-4,4-2,2-6,6-22
34 41 0 34-32,32-30,30-21,21-41
34 41 1 34-29,29-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41
34 41 2 34-29,29-32,32-30,30-21,21-41
17 39 0 17-16,16-37,37-30,30-21,21-41,41-40,40-39
17 39 1 17-18,18-37,37-32,32-2,2-4,4-0,0-1,1-39
17 39 2 17-18,18-37,37-30,30-21,21-41,41-40,40-39
37 44 0 37-32,32-2,2-4,4-0,0-1,1-44
37 44 1 37-30,30-21,21-41,41-42,42-45,45-44
37 44 2 37-30,30-21,21-26,26-42,42-45,45-44
23 9 0 23-3,3-29,29-36,36-30,30-21,21-41,41-9
23 9 1 23-25,25-6,6-2,2-4,4-0,0-1,1-8,8-9
23 9 2 23-3,3-2,2-4,4-0,0-1,1-8,8-9
45 28 0 45-42,42-41,41-21,21-30,30-36,36-29,29-28
45 28 1 45-44,44-1,1-0,0-4,4-2,2-32,32-34,34-28
45 28 2 45-42,42-41,41-21,21-30,30-32,32-34,34-28
10 14 0 10-8,8-1,1-0,0-4,4-2,2-6,6-15,15-14
10 14 1 10-43,43-9,9-41,41-21,21-30,30-36,36-29,29-14
10 14 2 10-8,8-9,9-41,41-21,21-30,30-32,32-29,29-14
35 26 0 35-36,36-30,30-21,21-26
35 26 1 35-34,34-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-26
35 26 2 35-34,34-32,32-30,30-21,21-26
38 5 0 38-47,47-1,1-0,0-4,4-5
38 5 1 38-46,46-45,45-42,42-41,41-21,21-30,30-32,32-2,2-5
38 5 2 38-46,46-47,47-1,1-0,0-4,4-5
25 16 0 25-6,6-29,29-36,36-19,19-17,17-16
25 16 1 25-23,23-3,3-2,2-32,32-37,37-16
25 16 2 25-6,6-2,2-32,32-37,37-16
1 15 0 1-0,0-4,4-2,2-6,6-15
1 15 1 1-39,39-40,40-41,41-21,21-30,30-36,36-29,29-15
1 15 2 1-0,0-4,4-5,5-2,2-6,6-15
39 30 0 39-40,40-41,41-21,21-30
39 30 1 39-1,1-0,0-4,4-2,2-32,32-30
39 30 2 39-40,40-41,41-26,26-21,21-30
4 12 0 4-2,2-6,6-29,29-12
4 12 1 4-5,5-3,3-29,29-27,27-12
4 12 2 4-0,0-1,1-39,39-40,40-41,41-21,21-30,30-36,36-29,29-28,28-12
29 4 0 29-32,32-2,2-4
29 4 1 29-3,3-5,5-4
29 4 2 29-36,36-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
16 7 0 16-37,37-32,32-33,33-7
16 7 1 16-17,17-19,19-36,36-29,29-3,3-7
16 7 2 16-37,37-36,36-29,29-3,3-7
19 18 0 19-17,17-18
19 18 1 19-36,36-37,37-18
19 18 2 19-17,17-16,16-37,37-18
2 38 0 2-4,4-0,0-1,1-47,47-38
2 38 1 2-32,32-30,30-21,21-41,41-42,42-45,45-46,46-38
2 38 2 2-5,5-4,4-0,0-1,1-47,47-38
41 1 0 41-40,40-39,39-1
41 1 1 41-9,9-8,8-1
41 1 2 41-42,42-45,45-44,44-1
22 45 0 22-6,6-2,2-4,4-0,0-1,1-44,44-45
22 45 1 22-24,24-3,3-29,29-36,36-30,30-21,21-41,41-42,42-45
22 45 2 22-24,24-3,3-2,2-4,4-0,0-1,1-44,44-45
5 43 0 5-4,4-0,0-1,1-44,44-10,10-43
5 43 1 5-2,2-32,32-30,30-21,21-41,41-9,9-43
5 43 2 5-4,4-0,0-1,1-8,8-9,9-43
9 40 0 9-41,41-40
9 40 1 9-8,8-1,1-39,39-40
9 40 2 9-43,43-10,10-44,44-39,39-40
47 31 0 47-1,1-0,0-4,4-2,2-32,32-20,20-31
47 31 1 47-44,44-39,39-40,40-41,41-21,21-30,30-31
47 31 2 47-44,44-45,45-42,42-41,41-21,21-30,30-31
34 32 0 34-32
34 32 1 34-29,29-32
34 32 2 34-35,35-36,36-37,37-32
17 24 0 17-19,19-36,36-29,29-3,3-24
17 24 1 17-16,16-37,37-32,32-2,2-6,6-25,25-24
17 24 2 17-18,18-37,37-30,30-32,32-29,29-6,6-22,22-24
42 32 0 42-41,41-21,21-30,30-32
42 32 1 42-45,45-44,44-1,1-0,0-4,4-2,2-32
42 32 2 42-26,26-21,21-30,30-32
23 6 0 23-25,25-6
23 6 1 23-3,3-6
23 6 2 23-24,24-22,22-6
45 21 0 45-42,42-26,26-21
45 21 1 45-44,44-39,39-40,40-41,41-21
45 21 2 45-46,46-47,47-1,1-0,0-4,4-2,2-32,32-30,30-21
10 9 0 10-8,8-9
10 9 1 10-43,43-9
10 9 2 10-44,44-39,39-40,40-41,41-9
13 44 0 13-12,12-29,29-32,32-2,2-4,4-0,0-1,1-44
13 44 1 13-14,14-29,29-36,36-30,30-21,21-41,41-42,42-45,45-44
13 44 2 13-14,14-29,29-32,32-2,2-4,4-0,0-1,1-44
35 3 0 35-34,34-29,29-3
35 3 1 35-36,36-29,29-6,6-3
35 3 2 35-36,36-29,29-3
11 26 0 11-29,29-36,36-30,30-21,21-26
11 26 1 11-12,12-29,29-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-26
11 26 2 11-29,29-32,32-30,30-21,21-26
1 0 0 1-0
1 0 1 1-39,39-40,40-41,41-21,21-30,30-32,32-2,2-4,4-0
1 0 2 1-8,8-9,9-41,41-21,21-30,30-32,32-2,2-4,4-0
39 23 0 39-1,1-0,0-4,4-5,5-3,3-23
39 23 1 39-40,40-41,41-21,21-30,30-36,36-29,29-6,6-25,25-23
39 23 2 39-1,1-0,0-4,4-2,2-3,3-23
4 11 0 4-2,2-6,6-29,29-11
4 11 1 4-5,5-3,3-29,29-12,12-11
4 11 2 4-2,2-32,32-29,29-11
19 27 0 19-36,36-29,29-27
19 27 1 19-17,17-16,16-37,37-32,32-29,29-12,12-27
19 27 2 19-36,36-29,29-12,12-27
2 33 0 2-33
2 33 1 2-32,32-33
2 33 2 2-3,3-7,7-33
41 10 0 41-9,9-43,43-10
41 10 1 41-42,42-45,45-44,44-10
41 10 2 41-40,40-39,39-1,1-8,8-10
22 36 0 22-6,6-29,29-36
22 36 1 22-24,24-3,3-29,29-34,34-35,35-36
22 36 2 22-24,24-3,3-29,29-36
5 20 0 5-2,2-32,32-20
5 20 1 5-3,3-29,29-36,36-30,30-31,31-20
5 20 2 5-3,3-2,2-32,32-20
27 43 0 27-29,29-36,36-30,30-21,21-41,41-9,9-43
27 43 1 27-12,12-29,29-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43
27 43 2 27-29,29-32,32-30,30-21,21-41,41-9,9-43
47 36 0 47-1,1-0,0-4,4-5,5-3,3-29,29-36
47 36 1 47-44,44-39,39-40,40-41,41-21,21-30,30-36
47 36 2 47-1,1-0,0-4,4-2,2-32,32-37,37-36
30 36 0 30-36
30 36 1 30-37,37-36
30 36 2 30-32,32-29,29-36
42 43 0 42-41,41-9,9-43
42 43 1 42-45,45-44,44-10,10-43
42 43 2 42-26,26-41,41-9,9-43
23 31 0 23-3,3-29,29-32,32-20,20-31
23 31 1 23-25,25-6,6-29,29-36,36-30,30-31
23 31 2 23-3,3-2,2-32,32-20,20-31
45 14 0 45-42,42-41,41-21,21-30,30-36,36-29,29-14
45 14 1 45-44,44-1,1-0,0-4,4-2,2-6,6-15,15-14
45 14 2 45-42,42-41,41-21,21-30,30-32,32-29,29-14
32 13 0 32-29,29-12,12-13
32 13 1 32-34,34-29,29-14,14-13
32 13 2 32-29,29-14,14-13
13 37 0 13-12,12-29,29-32,32-37
13 37 1 13-14,14-29,29-36,36-37
13 37 2 13-14,14-29,29-32,32-37
35 8 0 35-36,36-30,30-21,21-41,41-9,9-8
35 8 1 35-34,34-32,32-2,2-4,4-0,0-1,1-8
35 8 2 35-34,34-32,32-30,30-21,21-41,41-9,9-8
11 19 0 11-29,29-36,36-19
11 19 1 11-12,12-29,29-32,32-37,37-18,18-17,17-19
11 19 2 11-12,12-29,29-36,36-19
1 25 0 1-0,0-4,4-2,2-6,6-25
1 25 1 1-39,39-40,40-41,41-21,21-30,30-36,36-29,29-3,3-24,24-25
1 25 2 1-0,0-4,4-5,5-2,2-6,6-25
39 12 0 39-40,40-41,41-21,21-30,30-36,36-29,29-12
39 12 1 39-1,1-0,0-4,4-5,5-3,3-29,29-27,27-12
39 12 2 39-40,40-41,41-21,21-30,30-32,32-29,29-12
26 3 0 26-21,21-30,30-36,36-29,29-3
26 3 1 26-41,41-40,40-39,39-1,1-0,0-4,4-5,5-3
26 3 2 26-21,21-30,30-32,32-2,2-3
29 22 0 29-6,6-22
29 22 1 29-3,3-24,24-22
29 22 2 29-15,15-6,6-22
15 39 0 15-6,6-2,2-4,4-0,0-1,1-39
15 39 1 15-29,29-36,36-30,30-21,21-41,41-40,40-39
15 39 2 15-29,29-32,32-30,30-21,21-41,41-40,40-39
19 32 0 19-36,36-29,29-32
19 32 1 19-17,17-16,16-37,37-32
19 32 2 19-36,36-37,37-32
5 29 0 5-3,3-29
5 29 1 5-2,2-32,32-29
5 29 2 5-4,4-2,2-6,6-29
27 32 0 27-29,29-32
27 32 1 27-12,12-29,29-34,34-32
27 32 2 27-12,12-29,29-32
47 45 0 47-44,44-45
47 45 1 47-46,46-45
47 45 2 47-1,1-8,8-9,9-41,41-42,42-45
30 47 0 30-32,32-2,2-4,4-0,0-1,1-47
30 47 1 30-21,21-41,41-40,40-39,39-44,44-47
30 47 2 30-21,21-41,41-9,9-8,8-1,1-47
17 10 0 17-16,16-37,37-30,30-21,21-41,41-9,9-8,8-10
17 10 1 17-18,18-37,37-32,32-2,2-4,4-0,0-1,1-44,44-10
17 10 2 17-18,18-37,37-30,30-21,21-41,41-9,9-8,8-10
20 1 0 20-32,32-2,2-4,4-0,0-1
20 1 1 20-31,31-30,30-21,21-41,41-40,40-39,39-1
20 1 2 20-32,32-33,33-2,2-4,4-0,0-1
42 18 0 42-41,41-21,21-30,30-37,37-18
42 18 1 42-45,45-44,44-1,1-0,0-4,4-2,2-32,32-37,37-16,16-17,17-18
42 18 2 42-26,26-21,21-30,30-37,37-18
23 20 0 23-3,3-2,2-32,32-20
23 20 1 23-25,25-6,6-29,29-36,36-30,30-31,31-20
23 20 2 23-3,3-29,29-32,32-20
45 7 0 45-42,42-41,41-21,21-30,30-32,32-33,33-7
45 7 1 45-44,44-1,1-0,0-4,4-5,5-3,3-7
45 7 2 45-44,44-1,1-0,0-4,4-2,2-33,33-7
32 4 0 32-2,2-4
32 4 1 32-29,29-3,3-5,5-4
32 4 2 32-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
18 43 0 18-37,37-30,30-21,21-41,41-9,9-43
18 43 1 18-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43
18 43 2 18-37,37-32,32-30,30-21,21-41,41-9,9-43
38 46 0 38-46
38 46 1 38-47,47-46
38 46 2 38-47,47-44,44-45,45-46
11 8 0 11-29,29-32,32-2,2-4,4-0,0-1,1-8
11 8 1 11-12,12-29,29-36,36-30,30-21,21-41,41-9,9-8
11 8 2 11-29,29-32,32-30,30-21,21-41,41-9,9-8
14 7 0 14-29,29-32,32-33,33-7
14 7 1 14-15,15-6,6-3,3-7
14 7 2 14-29,29-3,3-7
36 16 0 36-37,37-16
36 16 1 36-19,19-17,17-16
36 16 2 36-30,30-37,37-16
1 18 0 1-0,0-4,4-2,2-32,32-37,37-18
1 18 1 1-39,39-40,40-41,41-21,21-30,30-36,36-19,19-17,17-18
1 18 2 1-8,8-9,9-41,41-21,21-30,30-37,37-18
39 5 0 39-1,1-0,0-4,4-5
39 5 1 39-40,40-41,41-21,21-30,30-32,32-2,2-5
39 5 2 39-44,44-1,1-0,0-4,4-5
26 10 0 26-41,41-9,9-43,43-10
26 10 1 26-42,42-45,45-44,44-10
26 10 2 26-21,21-41,41-40,40-39,39-1,1-8,8-10
15 44 0 15-6,6-2,2-4,4-0,0-1,1-44
15 44 1 15-29,29-36,36-30,30-21,21-41,41-42,42-45,45-44
15 44 2 15-29,29-32,32-2,2-4,4-0,0-1,1-44
19 41 0 19-36,36-30,30-21,21-41
19 41 1 19-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41
19 41 2 19-36,36-37,37-30,30-21,21-41
5 6 0 5-2,2-6
5 6 1 5-3,3-6
5 6 2 5-4,4-2,2-32,32-29,29-6
47 42 0 47-46,46-45,45-42
47 42 1 47-1,1-8,8-9,9-41,41-42
47 42 2 47-44,44-39,39-40,40-41,41-26,26-42
30 22 0 30-32,32-29,29-6,6-22
30 22 1 30-36,36-29,29-3,3-24,24-22
30 22 2 30-32,32-2,2-6,6-22
17 3 0 17-19,19-36,36-29,29-3
17 3 1 17-16,16-37,37-32,32-2,2-3
17 3 2 17-18,18-37,37-30,30-32,32-29,29-6,6-3
20 8 0 20-32,32-2,2-4,4-0,0-1,1-8
20 8 1 20-31,31-30,30-21,21-41,41-9,9-8
20 8 2 20-32,32-30,30-21,21-41,41-9,9-8
42 29 0 42-41,41-21,21-30,30-36,36-29
42 29 1 42-45,45-44,44-1,1-0,0-4,4-5,5-3,3-29
42 29 2 42-41,41-21,21-30,30-32,32-29
23 45 0 23-3,3-5,5-4,4-0,0-1,1-44,44-45
23 45 1 23-25,25-6,6-29,29-36,36-30,30-21,21-41,41-42,42-45
23 45 2 23-3,3-2,2-4,4-0,0-1,1-44,44-45
6 47 0 6-2,2-4,4-0,0-1,1-47
6 47 1 6-29,29-36,36-30,30-21,21-41,41-42,42-45,45-44,44-47
6 47 2 6-3,3-2,2-4,4-0,0-1,1-47
45 0 0 45-44,44-1,1-0
45 0 1 45-42,42-41,41-21,21-30,30-32,32-2,2-4,4-0
45 0 2 45-46,46-47,47-1,1-0
10 34 0 10-8,8-1,1-0,0-4,4-2,2-32,32-34
10 34 1 10-43,43-9,9-41,41-21,21-30,30-36,36-35,35-34
10 34 2 10-8,8-9,9-41,41-21,21-30,30-32,32-34
32 27 0 32-29,29-27
32 27 1 32-34,34-29,29-12,12-27
32 27 2 32-34,34-29,29-27
18 34 0 18-37,37-32,32-34
18 34 1 18-17,17-19,19-36,36-35,35-34
18 34 2 18-37,37-36,36-35,35-34
38 33 0 38-47,47-1,1-0,0-4,4-2,2-33
38 33 1 38-46,46-45,45-42,42-41,41-21,21-30,30-32,32-33
38 33 2 38-46,46-47,47-1,1-0,0-4,4-2,2-33
8 20 0 8-1,1-0,0-4,4-2,2-32,32-20
8 20 1 8-9,9-41,41-21,21-30,30-31,31-20
8 20 2 8-9,9-41,41-21,21-30,30-32,32-20
11 1 0 11-29,29-32,32-2,2-4,4-0,0-1
11 1 1 11-12,12-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1
11 1 2 11-29,29-3,3-2,2-4,4-0,0-1
36 31 0 36-30,30-31
36 31 1 36-29,29-32,32-20,20-31
36 31 2 36-37,37-30,30-31
39 2 0 39-1,1-0,0-4,4-2
39 2 1 39-40,40-41,41-21,21-30,30-32,32-2
39 2 2 39-44,44-1,1-0,0-4,4-2
26 21 0 26-21
26 21 1 26-41,41-21
26 21 2 26-42,42-45,45-44,44-1,1-0,0-4,4-2,2-32,32-30,30-21
19 46 0 19-36,36-30,30-21,21-41,41-42,42-45,45-46
19 46 1 19-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-47,47-46
19 46 2 19-36,36-30,30-21,21-26,26-42,42-45,45-46
2 10 0 2-4,4-0,0-1,1-44,44-10
2 10 1 2-32,32-30,30-21,21-41,41-9,9-8,8-10
2 10 2 2-4,4-0,0-1,1-8,8-10
24 35 0 24-3,3-29,29-34,34-35
24 35 1 24-25,25-6,6-29,29-36,36-35
24 35 2 24-3,3-29,29-36,36-35
5 15 0 5-2,2-6,6-15
5 15 1 5-3,3-29,29-15
5 15 2 5-4,4-2,2-32,32-29,29-14,14-15
30 25 0 30-32,32-29,29-6,6-25
30 25 1 30-36,36-29,29-3,3-24,24-25
30 25 2 30-37,37-32,32-2,2-3,3-23,23-25
17 4 0 17-16,16-37,37-32,32-2,2-4
17 4 1 17-19,19-36,36-29,29-3,3-5,5-4
17 4 2 17-18,18-37,37-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
20 23 0 20-32,32-29,29-3,3-23
20 23 1 20-31,31-30,30-36,36-29,29-6,6-25,25-23
20 23 2 20-32,32-2,2-3,3-23
42 4 0 42-45,45-44,44-1,1-0,0-4
42 4 1 42-41,41-21,21-30,30-32,32-2,2-4
42 4 2 42-41,41-40,40-39,39-1,1-0,0-4
23 42 0 23-3,3-29,29-36,36-30,30-21,21-41,41-42
23 42 1 23-25,25-6,6-2,2-4,4-0,0-1,1-44,44-45,45-42
23 42 2 23-3,3-2,2-32,32-30,30-21,21-41,41-42
6 38 0 6-2,2-4,4-0,0-1,1-47,47-38
6 38 1 6-29,29-36,36-30,30-21,21-41,41-42,42-45,45-46,46-38
6 38 2 6-3,3-2,2-4,4-0,0-1,1-47,47-38
10 45 0 10-44,44-45
10 45 1 10-8,8-1,1-47,47-46,46-45
10 45 2 10-43,43-9,9-41,41-42,42-45
32 18 0 32-37,37-18
32 18 1 32-30,30-37,37-16,16-17,17-18
32 18 2 32-30,30-37,37-18
18 29 0 18-37,37-32,32-29
18 29 1 18-17,17-19,19-36,36-29
18 29 2 18-37,37-36,36-29
43 47 0 43-10,10-44,44-47
43 47 1 43-9,9-8,8-1,1-47
43 47 2 43-10,10-8,8-1,1-47
8 27 0 8-1,1-0,0-4,4-5,5-3,3-29,29-27
8 27 1 8-9,9-41,41-21,21-30,30-36,36-29,29-12,12-27
8 27 2 8-9,9-41,41-21,21-30,30-32,32-29,29-27
11 6 0 11-29,29-6
11 6 1 11-12,12-29,29-15,15-6
11 6 2 11-12,12-29,29-6
14 17 0 14-29,29-36,36-19,19-17
14 17 1 14-15,15-29,29-32,32-37,37-16,16-17
14 17 2 14-13,13-12,12-28,28-34,34-35,35-36,36-37,37-18,18-17
36 6 0 36-29,29-6
36 6 1 36-37,37-32,32-2,2-6
36 6 2 36-35,35-34,34-29,29-15,15-6
26 28 0 26-21,21-30,30-36,36-29,29-28
26 28 1 26-41,41-40,40-39,39-1,1-0,0-4,4-2,2-32,32-34,34-28
26 28 2 26-21,21-30,30-32,32-34,34-28
12 31 0 12-29,29-36,36-30,30-31
12 31 1 12-28,28-34,34-32,32-20,20-31
12 31 2 12-29,29-32,32-20,20-31
2 5 0 2-5
2 5 1 2-3,3-5
2 5 2 2-4,4-5
24 42 0 24-3,3-29,29-36,36-30,30-21,21-41,41-42
24 42 1 24-25,25-6,6-2,2-4,4-0,0-1,1-44,44-45,45-42
24 42 2 24-3,3-2,2-32,32-30,30-21,21-41,41-42
5 8 0 5-4,4-0,0-1,1-8
5 8 1 5-2,2-32,32-30,30-21,21-41,41-9,9-8
5 8 2 5-2,2-4,4-0,0-1,1-8
30 0 0 30-32,32-2,2-4,4-0
30 0 1 30-21,21-41,41-40,40-39,39-1,1-0
30 0 2 30-37,37-32,32-2,2-4,4-0
20 30 0 20-32,32-30
20 30 1 20-31,31-30
20 30 2 20-32,32-37,37-30
42 15 0 42-41,41-21,21-30,30-36,36-29,29-15
42 15 1 42-45,45-44,44-1,1-0,0-4,4-2,2-6,6-15
42 15 2 42-41,41-21,21-30,30-32,32-29,29-15
23 35 0 23-3,3-29,29-34,34-35
23 35 1 23-25,25-6,6-29,29-36,36-35
23 35 2 23-3,3-29,29-36,36-35
6 25 0 6-25
6 25 1 6-3,3-23,23-25
6 25 2 6-22,22-24,24-25
28 46 0 28-34,34-32,32-2,2-4,4-0,0-1,1-47,47-46
28 46 1 28-29,29-32,32-30,30-21,21-41,41-42,42-45,45-46
28 46 2 28-34,34-32,32-30,30-21,21-41,41-42,42-45,45-46
32 41 0 32-30,30-21,21-41
32 41 1 32-2,2-4,4-0,0-1,1-39,39-40,40-41
32 41 2 32-37,37-30,30-21,21-41
31 35 0 31-30,30-36,36-35
31 35 1 31-20,20-32,32-34,34-35
31 35 2 31-30,30-32,32-34,34-35
35 36 0 35-36
35 36 1 35-34,34-29,29-36
35 36 2 35-34,34-32,32-37,37-36
18 20 0 18-37,37-32,32-20
18 20 1 18-17,17-16,16-37,37-30,30-31,31-20
18 20 2 18-37,37-30,30-32,32-20
43 36 0 43-9,9-41,41-21,21-30,30-36
