s t k edges
3 5 2 3-4,4-93,93-30,30-29,29-25,25-94,94-91,91-5
60 82 0 60-57,57-87,87-110,110-109,109-82
60 82 1 60-78,78-22,22-19,19-23,23-24,24-79,79-82
60 82 2 60-57,57-87,87-81,81-80,80-111,111-110,110-109,109-82
23 94 0 23-19,19-22,22-96,96-97,97-95,95-25,25-94
23 94 1 23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94
23 94 2 23-19,19-22,22-96,96-91,91-94
64 21 0 64-1,1-103,103-102,102-100,100-59,59-58,58-6,6-0,0-21
64 21 1 64-63,63-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21
64 21 2 64-1,1-103,103-11,11-100,100-59,59-58,58-6,6-0,0-21
104 87 0 104-80,80-81,81-87
104 87 1 104-106,106-107,107-108,108-109,109-110,110-87
104 87 2 104-80,80-111,111-110,110-87
84 88 0 84-112,112-44,44-45,45-98,98-54,54-113,113-53,53-55,55-89,89-56,56-49,49-50,50-51,51-88
84 88 1 84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88
84 88 2 84-112,112-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-88
50 24 0 50-51,51-88,88-52,52-83,83-5,5-91,91-96,96-22,22-19,19-23,23-24
50 24 1 50-49,49-56,56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24
50 24 2 50-51,51-88,88-52,52-83,83-5,5-91,91-94,94-25,25-95,95-97,97-96,96-22,22-19,19-23,23-24
13 100 0 13-10,10-100
13 100 1 13-12,12-101,101-102,102-100
13 100 2 13-12,12-101,101-102,102-103,103-11,11-100
103 1 0 103-1
103 1 1 103-102,102-101,101-67,67-65,65-106,106-63,63-64,64-1
103 1 2 103-11,11-100,100-102,102-101,101-67,67-65,65-106,106-63,63-64,64-1
70 95 0 70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-95
70 95 1 70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95
70 95 2 70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-97,97-95
110 40 0 110-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58,58-105,105-40
110 40 1 110-111,111-80,80-104,104-106,106-65,65-67,67-101,101-102,102-100,100-59,59-58,58-16,16-32,32-20,20-31,31-38,38-37,37-40
110 40 2 110-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40
93 87 0 93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87
93 87 1 93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87
93 87 2 93-30,30-29,29-25,25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87
40 30 0 40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30
40 30 1 40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93,93-30
40 30 2 40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-94,94-25,25-29,29-30
112 109 0 112-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-107,107-108,108-109
112 109 1 112-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109
112 109 2 112-44,44-45,45-98,98-47,47-46,46-69,69-99,99-67,67-65,65-106,106-107,107-108,108-109
93 48 0 93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-41,41-48
93 48 1 93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48
93 48 2 93-30,30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-41,41-48
46 20 0 46-69,69-99,99-67,67-101,101-102,102-100,100-59,59-58,58-16,16-32,32-20
46 20 1 46-47,47-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37,37-38,38-31,31-20
46 20 2 46-69,69-99,99-67,67-101,101-12,12-13,13-10,10-100,100-59,59-58,58-16,16-32,32-20
12 92 0 12-13,13-10,10-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-92
12 92 1 12-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-92
12 92 2 12-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-92
16 39 0 16-32,32-20,20-31,31-38,38-37,37-40,40-39
16 39 1 16-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39
16 39 2 16-58,58-105,105-40,40-39
101 98 0 101-67,67-99,99-69,69-46,46-47,47-98
101 98 1 101-12,12-13,13-10,10-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98
101 98 2 101-102,102-103,103-1,1-64,64-63,63-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98
73 90 0 73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90
73 90 1 73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4,4-3,3-2,2-90
73 90 2 73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52,52-83,83-5,5-91,91-94,94-90
36 42 0 36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-43,43-42
36 42 1 36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41,41-84,84-42
36 42 2 36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-42
2 70 0 2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70
2 70 1 2-3,3-4,4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70
2 70 2 2-90,90-94,94-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55,55-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70
22 13 0 22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-10,10-13
22 13 1 22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-101,101-12,12-13
22 13 2 22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-12,12-13
79 84 0 79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-112,112-84
79 84 1 79-24,24-21,21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41,41-84
79 84 2 79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-54,54-98,98-45,45-44,44-112,112-84
26 64 0 26-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-63,63-64
26 64 1 26-27,27-28,28-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1,1-64
26 64 2 26-25,25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-63,63-64
83 17 0 83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-17
83 17 1 83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17
83 17 2 83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-41,41-48,48-17
12 51 0 12-101,101-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56,56-49,49-50,50-51
12 51 1 12-13,13-10,10-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-88,88-51
12 51 2 12-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-88,88-51
69 46 0 69-46
69 46 1 69-99,99-66,66-113,113-54,54-98,98-47,47-46
69 46 2 69-68,68-86,86-62,62-61,61-67,67-99,99-66,66-113,113-54,54-98,98-47,47-46
103 92 0 103-11,11-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-92
103 92 1 103-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-92
103 92 2 103-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-92
73 43 0 73-70,70-71,71-44,44-43
73 43 1 73-18,18-48,48-41,41-84,84-42,42-43
73 43 2 73-17,17-48,48-41,41-84,84-42,42-43
59 8 0 59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8
59 8 1 59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8
59 8 2 59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8
93 107 0 93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-110,110-109,109-108,108-107
93 107 1 93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-107
93 107 2 93-30,30-29,29-25,25-94,94-91,91-96,96-22,22-19,19-23,23-24,24-79,79-82,82-109,109-108,108-107
45 53 0 45-98,98-54,54-113,113-53
45 53 1 45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53
45 53 2 45-98,98-47,47-46,46-69,69-99,99-66,66-113,113-53
113 33 0 113-53,53-15,15-9,9-14,14-35,35-36,36-33
113 33 1 113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33
113 33 2 113-53,53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52,52-7,7-8,8-14,14-35,35-36,36-33
49 50 0 49-50
49 50 1 49-56,56-89,89-55,55-53,53-15,15-9,9-14,14-8,8-7,7-52,52-88,88-51,51-50
49 50 2 49-56,56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50
31 102 0 31-20,20-32,32-16,16-58,58-59,59-100,100-102
31 102 1 31-38,38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102
31 102 2 31-38,38-37,37-40,40-105,105-58,58-59,59-100,100-102
35 99 0 35-14,14-9,9-15,15-53,53-113,113-66,66-99
35 99 1 35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99
35 99 2 35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-47,47-46,46-69,69-99
92 112 0 92-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112
92 112 1 92-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41,41-84,84-112
92 112 2 92-95,95-97,97-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-112
25 57 0 25-95,95-97,97-96,96-22,22-78,78-60,60-57
25 57 1 25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57
25 57 2 25-94,94-91,91-96,96-22,22-78,78-60,60-57
82 58 0 82-79,79-24,24-21,21-0,0-6,6-58
82 58 1 82-109,109-108,108-107,107-106,106-65,65-67,67-101,101-102,102-100,100-59,59-58
82 58 2 82-109,109-108,108-107,107-106,106-63,63-64,64-1,1-103,103-11,11-100,100-59,59-58
45 70 0 45-44,44-71,71-70
45 70 1 45-98,98-54,54-113,113-66,66-99,99-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70
45 70 2 45-44,44-112,112-84,84-41,41-48,48-17,17-73,73-70
102 57 0 102-101,101-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57
102 57 1 102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-78,78-60,60-57
102 57 2 102-103,103-1,1-64,64-63,63-106,106-104,104-80,80-81,81-87,87-57
1 32 0 1-103,103-102,102-100,100-59,59-58,58-16,16-32
1 32 1 1-64,64-63,63-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58,58-105,105-40,40-37,37-38,38-31,31-20,20-32
1 32 2 1-103,103-11,11-100,100-59,59-58,58-16,16-32
21 45 0 21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-99,99-69,69-46,46-47,47-98,98-45
21 45 1 21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45
21 45 2 21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-54,54-98,98-45
78 54 0 78-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54
78 54 1 78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-69,69-46,46-47,47-98,98-54
78 54 2 78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-54
93 70 0 93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70
93 70 1 93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70
93 70 2 93-30,30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70
7 14 0 7-8,8-14
7 14 1 7-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55,55-53,53-15,15-9,9-14
7 14 2 7-52,52-83,83-5,5-91,91-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14
48 69 0 48-41,41-84,84-112,112-44,44-45,45-98,98-47,47-46,46-69
48 69 1 48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-69
48 69 2 48-17,17-73,73-70,70-71,71-44,44-45,45-98,98-47,47-46,46-69
11 75 0 11-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75
11 75 1 11-103,103-1,1-64,64-63,63-106,106-65,65-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75
11 75 2 11-103,103-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75
68 8 0 68-69,69-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8
68 8 1 68-86,86-62,62-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8
68 8 2 68-69,69-46,46-47,47-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8
72 75 0 72-75
72 75 1 72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-61,61-77,77-76,76-85,85-74,74-75
72 75 2 72-18,18-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-61,61-77,77-76,76-85,85-74,74-75
54 47 0 54-98,98-47
54 47 1 54-113,113-66,66-99,99-69,69-46,46-47
54 47 2 54-113,113-66,66-99,99-67,67-61,61-62,62-86,86-68,68-69,69-46,46-47
1 81 0 1-64,64-63,63-106,106-104,104-80,80-81
1 81 1 1-103,103-102,102-101,101-67,67-65,65-106,106-107,107-108,108-109,109-110,110-87,87-81
1 81 2 1-103,103-102,102-101,101-67,67-65,65-106,106-104,104-80,80-81
58 34 0 58-105,105-40,40-39,39-34
58 34 1 58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34
58 34 2 58-16,16-32,32-20,20-31,31-38,38-37,37-40,40-39,39-34
44 17 0 44-71,71-70,70-73,73-17
44 17 1 44-112,112-84,84-41,41-48,48-17
44 17 2 44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17
105 5 0 105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5
105 5 1 105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5
105 5 2 105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-94,94-91,91-5
34 27 0 34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-26,26-27
34 27 1 34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-28,28-27
34 27 2 34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-28,28-27
20 90 0 20-31,31-38,38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90
20 90 1 20-32,32-16,16-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4,4-3,3-2,2-90
20 90 2 20-32,32-16,16-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-94,94-90
77 87 0 77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87
77 87 1 77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1,1-64,64-63,63-106,106-107,107-108,108-109,109-110,110-87
77 87 2 77-61,61-67,67-65,65-106,106-107,107-108,108-109,109-110,110-87
24 29 0 24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29
24 29 1 24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93,93-30,30-29
24 29 2 24-23,23-19,19-22,22-96,96-91,91-94,94-25,25-29
111 27 0 111-110,110-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-26,26-27
111 27 1 111-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-28,28-27
111 27 2 111-110,110-87,87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-25,25-26,26-27
6 93 0 6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93
6 93 1 6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93
6 93 2 6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-94,94-25,25-29,29-30,30-93
10 16 0 10-100,100-59,59-58,58-16
10 16 1 10-13,13-12,12-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37,37-38,38-31,31-20,20-32,32-16
10 16 2 10-13,13-12,12-101,101-102,102-100,100-59,59-58,58-16
67 65 0 67-65
67 65 1 67-101,101-102,102-103,103-1,1-64,64-63,63-106,106-65
67 65 2 67-101,101-102,102-100,100-11,11-103,103-1,1-64,64-63,63-106,106-65
30 87 0 30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87
30 87 1 30-93,93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87
30 87 2 30-29,29-25,25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87
87 2 0 87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4,4-3,3-2
87 2 1 87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2
87 2 2 87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-90,90-2
0 6 0 0-6
0 6 1 0-21,21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-101,101-102,102-100,100-59,59-58,58-6
0 6 2 0-21,21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-63,63-64,64-1,1-103,103-11,11-100,100-59,59-58,58-6
93 18 0 93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18
93 18 1 93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18
93 18 2 93-30,30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18
77 40 0 77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40
77 40 1 77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40
77 40 2 77-61,61-67,67-101,101-12,12-13,13-10,10-100,100-59,59-58,58-105,105-40
63 21 0 63-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21
63 21 1 63-64,64-1,1-103,103-102,102-100,100-59,59-58,58-6,6-0,0-21
63 21 2 63-64,64-1,1-103,103-11,11-100,100-59,59-58,58-6,6-0,0-21
33 66 0 33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66
33 66 1 33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66
33 66 2 33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-47,47-46,46-69,69-99,99-66
53 15 0 53-15
53 15 1 53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52,52-7,7-8,8-14,14-9,9-15
53 15 2 53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15
110 80 0 110-111,111-80
110 80 1 110-87,87-81,81-80
110 80 2 110-109,109-108,108-107,107-106,106-104,104-80
57 68 0 57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-69,69-68
57 68 1 57-60,60-78,78-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-61,61-62,62-86,86-68
57 68 2 57-87,87-110,110-111,111-80,80-104,104-106,106-65,65-67,67-99,99-69,69-68
39 108 0 39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-108
39 108 1 39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-107,107-108
39 108 2 39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-107,107-108
80 99 0 80-104,104-106,106-65,65-67,67-99
80 99 1 80-111,111-110,110-109,109-108,108-107,107-106,106-63,63-64,64-1,1-103,103-102,102-101,101-67,67-61,61-62,62-86,86-68,68-69,69-99
80 99 2 80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99
43 105 0 43-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105
43 105 1 43-42,42-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105
43 105 2 43-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105
100 110 0 100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-111,111-110
100 110 1 100-11,11-103,103-1,1-64,64-63,63-106,106-107,107-108,108-109,109-110
100 110 2 100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-78,78-60,60-57,57-87,87-110
29 54 0 29-30,30-93,93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54
29 54 1 29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-69,69-46,46-47,47-98,98-54
