s t k edges
0 25 2 0-8,8-76,76-3,3-78,78-83,83-84,84-85,85-23,23-24,24-25
77 37 0 77-78,78-3,3-37
77 37 1 77-2,2-47,47-101,101-39,39-74,74-14,14-17,17-36,36-37
77 37 2 77-2,2-47,47-101,101-39,39-3,3-37
63 22 0 63-62,62-55,55-8,8-76,76-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22
63 22 1 63-60,60-61,61-58,58-75,75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95,95-22
63 22 2 63-62,62-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-24,24-25,25-20,20-19,19-22
33 71 0 33-41,41-74,74-39,39-65,65-64,64-71
33 71 1 33-34,34-35,35-36,36-37,37-3,3-4,4-6,6-71
33 71 2 33-41,41-46,46-101,101-39,39-65,65-64,64-71
53 12 0 53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-18,18-12
53 12 1 53-50,50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-88,88-89,89-94,94-11,11-13,13-12
53 12 2 53-72,72-73,73-26,26-23,23-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-18,18-12
57 73 0 57-1,1-0,0-8,8-76,76-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73
57 73 1 57-56,56-58,58-75,75-54,54-6,6-4,4-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-21,21-73
57 73 2 57-56,56-0,0-8,8-76,76-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73
80 102 0 80-46,46-101,101-39,39-65,65-88,88-89,89-102
80 102 1 80-79,79-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67,67-66,66-102
80 102 2 80-46,46-101,101-39,39-52,52-94,94-89,89-102
29 51 0 29-31,31-18,18-94,94-52,52-51
29 51 1 29-69,69-71,71-64,64-65,65-39,39-52,52-45,45-51
29 51 2 29-30,30-32,32-18,18-94,94-52,52-51
33 48 0 33-41,41-46,46-48
33 48 1 33-34,34-35,35-36,36-17,17-14,14-74,74-41,41-40,40-49,49-48
33 48 2 33-41,41-40,40-49,49-48
90 3 0 90-69,69-71,71-6,6-4,4-3
90 3 1 90-68,68-67,67-94,94-52,52-39,39-3
90 3 2 90-92,92-91,91-71,71-64,64-65,65-39,39-38,38-5,5-4,4-76,76-3
19 5 0 19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-38,38-5
19 5 1 19-21,21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-5
19 5 2 19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-38,38-5
5 58 0 5-4,4-6,6-54,54-75,75-58
5 58 1 5-38,38-39,39-3,3-76,76-8,8-0,0-56,56-58
5 58 2 5-4,4-76,76-8,8-0,0-56,56-58
9 63 0 9-55,55-62,62-63
9 63 1 9-0,0-56,56-58,58-61,61-60,60-63
9 63 2 9-0,0-55,55-62,62-63
66 56 0 66-93,93-69,69-71,71-6,6-54,54-75,75-58,58-56
66 56 1 66-67,67-94,94-52,52-39,39-3,3-76,76-8,8-0,0-56
66 56 2 66-102,102-89,89-88,88-65,65-39,39-38,38-5,5-4,4-7,7-8,8-55,55-0,0-1,1-57,57-56
93 86 0 93-66,66-67,67-94,94-52,52-39,39-101,101-46,46-80,80-79,79-86
93 86 1 93-69,69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-86
93 86 2 93-66,66-67,67-64,64-65,65-39,39-101,101-47,47-84,84-85,85-86
86 63 0 86-85,85-84,84-83,83-78,78-3,3-4,4-6,6-54,54-62,62-63
86 63 1 86-79,79-80,80-46,46-101,101-39,39-3,3-76,76-8,8-0,0-56,56-58,58-61,61-60,60-63
86 63 2 86-85,85-84,84-83,83-78,78-3,3-76,76-8,8-55,55-62,62-63
76 65 0 76-3,3-39,39-65
76 65 1 76-4,4-6,6-71,71-64,64-65
76 65 2 76-8,8-7,7-4,4-5,5-38,38-39,39-15,15-87,87-88,88-65
42 49 0 42-49
42 49 1 42-43,43-39,39-101,101-46,46-48,48-49
42 49 2 42-44,44-45,45-52,52-39,39-74,74-41,41-40,40-49
5 75 0 5-4,4-6,6-54,54-75
5 75 1 5-38,38-39,39-3,3-76,76-8,8-55,55-75
5 75 2 5-4,4-76,76-8,8-55,55-75
62 52 0 62-55,55-8,8-76,76-3,3-39,39-52
62 52 1 62-54,54-6,6-71,71-64,64-67,67-94,94-52
62 52 2 62-63,63-60,60-61,61-58,58-56,56-0,0-8,8-7,7-4,4-5,5-38,38-39,39-15,15-87,87-52
38 13 0 38-39,39-52,52-94,94-11,11-13
38 13 1 38-5,5-4,4-6,6-71,71-64,64-67,67-94,94-10,10-13
38 13 2 38-39,39-52,52-94,94-10,10-13
95 52 0 95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-44,44-45,45-52
95 52 1 95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52
95 52 2 95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-52
99 49 0 99-98,98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-49
99 49 1 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-46,46-48,48-49
99 49 2 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-24,24-82,82-81,81-42,42-49
65 97 0 65-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97
65 97 1 65-88,88-87,87-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98,98-97
65 97 2 65-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97
28 19 0 28-82,82-24,24-25,25-20,20-19
28 19 1 28-27,27-24,24-23,23-26,26-73,73-21,21-19
28 19 2 28-27,27-24,24-25,25-20,20-19
32 86 0 32-18,18-94,94-52,52-39,39-101,101-46,46-80,80-79,79-86
32 86 1 32-30,30-29,29-69,69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-86
32 86 2 32-18,18-94,94-52,52-39,39-101,101-47,47-84,84-85,85-86
14 42 0 14-74,74-41,41-40,40-49,49-42
14 42 1 14-17,17-36,36-37,37-3,3-39,39-43,43-42
14 42 2 14-74,74-39,39-43,43-42
71 79 0 71-64,64-65,65-39,39-101,101-46,46-80,80-79
71 79 1 71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-86,86-79
71 79 2 71-69,69-93,93-66,66-67,67-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-79
18 89 0 18-94,94-89
18 89 1 18-32,32-30,30-102,102-89
18 89 2 18-31,31-29,29-69,69-71,71-64,64-65,65-88,88-89
75 8 0 75-55,55-8
75 8 1 75-58,58-56,56-0,0-8
75 8 2 75-54,54-6,6-4,4-7,7-8
95 69 0 95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-71,71-69
95 69 1 95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-67,67-66,66-93,93-69
95 69 2 95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-65,65-64,64-71,71-69
65 18 0 65-39,39-52,52-94,94-18
65 18 1 65-88,88-89,89-102,102-30,30-32,32-18
65 18 2 65-64,64-71,71-69,69-29,29-31,31-18
51 35 0 51-52,52-39,39-3,3-37,37-36,36-35
51 35 1 51-45,45-44,44-42,42-49,49-40,40-41,41-33,33-34,34-35
51 35 2 51-45,45-52,52-39,39-3,3-37,37-36,36-35
37 92 0 37-3,3-4,4-6,6-71,71-91,91-92
37 92 1 37-36,36-17,17-14,14-74,74-39,39-52,52-94,94-67,67-68,68-90,90-92
37 92 2 37-3,3-39,39-65,65-64,64-71,71-91,91-92
41 25 0 41-46,46-80,80-79,79-24,24-25
41 25 1 41-74,74-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-21,21-19,19-20,20-25
41 25 2 41-40,40-49,49-42,42-81,81-82,82-24,24-25
98 90 0 98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67,67-68,68-90
98 90 1 98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-69,69-90
98 90 2 98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-67,67-68,68-90
61 70 0 61-58,58-75,75-54,54-70
61 70 1 61-60,60-63,63-62,62-54,54-6,6-70
61 70 2 61-60,60-63,63-62,62-54,54-70
27 90 0 27-24,24-79,79-80,80-46,46-101,101-39,39-65,65-64,64-71,71-69,69-90
27 90 1 27-28,28-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67,67-68,68-90
27 90 2 27-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-67,67-68,68-90
47 23 0 47-84,84-85,85-23
47 23 1 47-46,46-80,80-79,79-24,24-23
47 23 2 47-101,101-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-21,21-73,73-26,26-23
88 92 0 88-65,65-64,64-71,71-91,91-92
88 92 1 88-89,89-94,94-67,67-68,68-90,90-92
88 92 2 88-65,65-64,64-67,67-68,68-90,90-92
51 80 0 51-52,52-39,39-101,101-46,46-80
51 80 1 51-45,45-44,44-42,42-81,81-82,82-24,24-79,79-80
51 80 2 51-45,45-52,52-39,39-101,101-46,46-80
17 32 0 17-14,14-74,74-39,39-52,52-94,94-18,18-32
17 32 1 17-36,36-37,37-3,3-39,39-65,65-88,88-89,89-102,102-30,30-32
17 32 2 17-36,36-37,37-3,3-39,39-52,52-94,94-18,18-32
37 45 0 37-3,3-39,39-52,52-45
37 45 1 37-36,36-17,17-14,14-74,74-39,39-43,43-42,42-44,44-45
37 45 2 37-3,3-39,39-52,52-51,51-45
94 22 0 94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22
94 22 1 94-89,89-88,88-65,65-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95,95-22
94 22 2 94-52,52-45,45-44,44-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22
23 14 0 23-24,24-79,79-80,80-46,46-41,41-74,74-14
23 14 1 23-85,85-84,84-83,83-78,78-3,3-37,37-36,36-17,17-14
23 14 2 23-85,85-84,84-47,47-101,101-39,39-74,74-14
84 8 0 84-83,83-78,78-3,3-76,76-8
84 8 1 84-47,47-101,101-39,39-3,3-4,4-7,7-8
84 8 2 84-85,85-23,23-24,24-82,82-81,81-42,42-43,43-39,39-38,38-5,5-4,4-6,6-54,54-62,62-55,55-8
13 52 0 13-10,10-94,94-52
13 52 1 13-11,11-94,94-89,89-88,88-87,87-52
13 52 2 13-12,12-18,18-94,94-67,67-64,64-65,65-39,39-52
70 47 0 70-6,6-4,4-3,3-78,78-83,83-84,84-47
70 47 1 70-54,54-6,6-71,71-64,64-65,65-39,39-101,101-47
70 47 2 70-6,6-4,4-3,3-39,39-101,101-47
74 34 0 74-41,41-33,33-34
74 34 1 74-14,14-17,17-36,36-35,35-34
74 34 2 74-39,39-101,101-46,46-41,41-33,33-34
99 8 0 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-76,76-8
99 8 1 99-98,98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-3,3-4,4-7,7-8
99 8 2 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-3,3-76,76-8
3 98 0 3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98
3 98 1 3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98
3 98 2 3-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98
50 59 0 50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-76,76-8,8-0,0-56,56-59
50 59 1 50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-3,3-4,4-6,6-54,54-75,75-58,58-59
50 59 2 50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-3,3-76,76-8,8-0,0-56,56-59
26 48 0 26-23,23-85,85-84,84-47,47-46,46-48
26 48 1 26-73,73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-49,49-48
26 48 2 26-23,23-24,24-79,79-80,80-46,46-48
83 65 0 83-78,78-3,3-39,39-65
83 65 1 83-84,84-47,47-101,101-39,39-15,15-87,87-88,88-65
83 65 2 83-84,84-47,47-101,101-39,39-65
46 55 0 46-101,101-39,39-3,3-76,76-8,8-55
46 55 1 46-41,41-74,74-39,39-38,38-5,5-4,4-6,6-54,54-62,62-55
46 55 2 46-47,47-2,2-77,77-78,78-3,3-4,4-7,7-8,8-0,0-55
12 67 0 12-18,18-94,94-67
12 67 1 12-13,13-11,11-94,94-89,89-102,102-66,66-67
12 67 2 12-13,13-10,10-94,94-67
16 6 0 16-94,94-67,67-64,64-71,71-6
16 6 1 16-10,10-94,94-52,52-39,39-38,38-5,5-4,4-6
16 6 2 16-11,11-94,94-89,89-88,88-65,65-39,39-3,3-76,76-8,8-55,55-75,75-54,54-6
36 73 0 36-37,37-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73
36 73 1 36-17,17-14,14-74,74-41,41-46,46-80,80-79,79-24,24-25,25-20,20-19,19-21,21-73
36 73 2 36-37,37-3,3-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73
2 41 0 2-47,47-46,46-41
2 41 1 2-77,77-78,78-3,3-39,39-74,74-41
2 41 2 2-47,47-101,101-46,46-41
22 44 0 22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-44
22 44 1 22-95,95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-45,45-44
22 44 2 22-19,19-21,21-73,73-26,26-23,23-24,24-82,82-81,81-42,42-44
79 53 0 79-86,86-85,85-23,23-26,26-73,73-72,72-53
79 53 1 79-24,24-25,25-20,20-19,19-22,22-95,95-50,50-53
79 53 2 79-24,24-23,23-26,26-73,73-72,72-53
83 46 0 83-84,84-47,47-46
83 46 1 83-78,78-3,3-39,39-101,101-46
83 46 2 83-84,84-47,47-101,101-46
89 98 0 89-88,88-65,65-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98
89 98 1 89-94,94-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98
89 98 2 89-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98
69 15 0 69-71,71-64,64-65,65-39,39-15
69 15 1 69-93,93-66,66-102,102-89,89-88,88-87,87-15
69 15 2 69-71,71-6,6-4,4-3,3-39,39-15
55 44 0 55-8,8-76,76-3,3-39,39-43,43-42,42-44
55 44 1 55-75,75-54,54-6,6-71,71-64,64-67,67-94,94-52,52-45,45-44
55 44 2 55-8,8-76,76-3,3-39,39-52,52-45,45-44
59 41 0 59-56,56-0,0-8,8-76,76-3,3-39,39-74,74-41
59 41 1 59-58,58-75,75-54,54-6,6-71,71-64,64-65,65-39,39-101,101-46,46-41
59 41 2 59-58,58-56,56-0,0-8,8-76,76-3,3-39,39-74,74-41
45 22 0 45-44,44-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22
45 22 1 45-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95,95-22
45 22 2 45-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22
89 21 0 89-88,88-65,65-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-21
89 21 1 89-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-21
89 21 2 89-94,94-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-21
102 73 0 102-89,89-94,94-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73
102 73 1 102-66,66-67,67-64,64-65,65-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-21,21-73
102 73 2 102-89,89-88,88-65,65-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73
49 83 0 49-48,48-46,46-47,47-84,84-83
49 83 1 49-42,42-43,43-39,39-3,3-78,78-83
49 83 2 49-40,40-41,41-46,46-47,47-84,84-83
31 71 0 31-29,29-69,69-71
31 71 1 31-18,18-94,94-67,67-64,64-71
31 71 2 31-30,30-29,29-93,93-69,69-90,90-92,92-91,91-71
35 0 0 35-36,36-37,37-3,3-76,76-8,8-0
35 0 1 35-34,34-33,33-41,41-74,74-39,39-3,3-4,4-7,7-8,8-55,55-0
35 0 2 35-36,36-37,37-3,3-4,4-7,7-8,8-0
92 87 0 92-90,90-68,68-67,67-94,94-52,52-87
92 87 1 92-91,91-71,71-64,64-65,65-88,88-87
92 87 2 92-90,90-69,69-71,71-64,64-65,65-88,88-87
55 93 0 55-75,75-54,54-6,6-71,71-69,69-93
55 93 1 55-8,8-76,76-3,3-39,39-65,65-64,64-67,67-66,66-93
55 93 2 55-0,0-8,8-7,7-4,4-5,5-38,38-39,39-52,52-94,94-18,18-31,31-29,29-93
96 18 0 96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-18
96 18 1 96-97,97-98,98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-65,65-88,88-89,89-102,102-30,30-32,32-18
96 18 2 96-95,95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-52,52-94,94-18
25 26 0 25-24,24-23,23-26
25 26 1 25-20,20-19,19-21,21-73,73-26
25 26 2 25-24,24-79,79-86,86-85,85-23,23-26
82 29 0 82-81,81-42,42-43,43-39,39-52,52-94,94-18,18-31,31-29
82 29 1 82-24,24-79,79-80,80-46,46-101,101-39,39-65,65-64,64-67,67-66,66-93,93-29
82 29 2 82-28,28-27,27-24,24-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-69,69-29
11 27 0 11-94,94-52,52-39,39-101,101-46,46-80,80-79,79-24,24-27
11 27 1 11-16,16-94,94-89,89-88,88-65,65-39,39-43,43-42,42-81,81-82,82-28,28-27
11 27 2 11-94,94-52,52-45,45-44,44-42,42-81,81-82,82-24,24-27
89 69 0 89-102,102-30,30-29,29-69
89 69 1 89-88,88-65,65-64,64-71,71-69
89 69 2 89-94,94-67,67-66,66-93,93-69
72 27 0 72-73,73-26,26-23,23-24,24-27
72 27 1 72-53,53-50,50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-28,28-27
72 27 2 72-73,73-21,21-19,19-20,20-25,25-24,24-27
58 82 0 58-56,56-0,0-8,8-76,76-3,3-39,39-43,43-42,42-81,81-82
58 82 1 58-75,75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-24,24-82
58 82 2 58-61,61-60,60-63,63-62,62-54,54-70,70-6,6-71,71-64,64-65,65-39,39-101,101-46,46-80,80-79,79-24,24-27,27-28,28-82
21 78 0 21-73,73-26,26-23,23-85,85-84,84-83,83-78
21 78 1 21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-3,3-78
21 78 2 21-19,19-20,20-25,25-24,24-23,23-85,85-84,84-83,83-78
95 92 0 95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-71,71-91,91-92
95 92 1 95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-67,67-68,68-90,90-92
95 92 2 95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-65,65-64,64-71,71-91,91-92
78 17 0 78-3,3-37,37-36,36-17
78 17 1 78-83,83-84,84-47,47-101,101-39,39-74,74-14,14-17
78 17 2 78-3,3-39,39-74,74-14,14-17
44 97 0 44-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97
44 97 1 44-45,45-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98,98-97
44 97 2 44-42,42-81,81-82,82-28,28-27,27-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97
48 100 0 48-46,46-80,80-79,79-24,24-23,23-26,26-73,73-72,72-53,53-50,50-100
48 100 1 48-49,49-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98,98-99,99-100
48 100 2 48-46,46-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100
54 14 0 54-6,6-4,4-3,3-39,39-74,74-14
54 14 1 54-62,62-55,55-8,8-76,76-3,3-37,37-36,36-17,17-14
54 14 2 54-70,70-6,6-4,4-3,3-39,39-74,74-14
30 39 0 30-102,102-89,89-88,88-65,65-39
30 39 1 30-31,31-18,18-94,94-52,52-39
30 39 2 30-29,29-69,69-71,71-6,6-4,4-3,3-39
34 58 0 34-35,35-36,36-37,37-3,3-4,4-6,6-54,54-75,75-58
34 58 1 34-33,33-41,41-74,74-39,39-3,3-76,76-8,8-0,0-56,56-58
34 58 2 34-35,35-36,36-37,37-3,3-76,76-8,8-0,0-56,56-58
91 55 0 91-71,71-6,6-54,54-62,62-55
91 55 1 91-92,92-90,90-68,68-67,67-94,94-52,52-39,39-3,3-76,76-8,8-55
91 55 2 91-71,71-6,6-54,54-75,75-55
6 60 0 6-54,54-62,62-63,63-60
6 60 1 6-70,70-54,54-75,75-58,58-61,61-60
6 60 2 6-70,70-54,54-62,62-63,63-60
10 51 0 10-94,94-52,52-51
10 51 1 10-16,16-94,94-89,89-88,88-87,87-52,52-45,45-51
10 51 2 10-16,16-94,94-52,52-51
67 62 0 67-66,66-93,93-69,69-71,71-6,6-54,54-62
67 62 1 67-64,64-65,65-39,39-3,3-76,76-8,8-55,55-62
67 62 2 67-94,94-52,52-39,39-38,38-5,5-4,4-7,7-8,8-0,0-56,56-58,58-61,61-60,60-63,63-62
87 35 0 87-52,52-39,39-3,3-37,37-36,36-35
87 35 1 87-15,15-39,39-74,74-41,41-33,33-34,34-35
87 35 2 87-15,15-39,39-3,3-37,37-36,36-35
43 57 0 43-39,39-3,3-76,76-8,8-0,0-56,56-57
43 57 1 43-42,42-44,44-45,45-52,52-39,39-38,38-5,5-4,4-7,7-8,8-55,55-0,0-1,1-57
43 57 2 43-39,39-3,3-76,76-8,8-0,0-1,1-57
63 10 0 63-62,62-54,54-6,6-71,71-64,64-67,67-94,94-10
63 10 1 63-60,60-61,61-58,58-56,56-0,0-8,8-76,76-3,3-39,39-52,52-94,94-16,16-10
63 10 2 63-62,62-55,55-8,8-76,76-3,3-39,39-52,52-94,94-10
29 102 0 29-30,30-102
29 102 1 29-93,93-66,66-102
29 102 2 29-31,31-18,18-94,94-89,89-102
33 99 0 33-41,41-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98,98-99
33 99 1 33-34,34-35,35-36,36-37,37-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99
33 99 2 33-41,41-46,46-80,80-79,79-24,24-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99
53 96 0 53-50,50-100,100-99,99-98,98-97,97-96
53 96 1 53-72,72-73,73-21,21-19,19-22,22-95,95-96
53 96 2 53-50,50-95,95-96
57 101 0 57-1,1-0,0-8,8-76,76-3,3-39,39-101
57 101 1 57-56,56-58,58-75,75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-47,47-101
57 101 2 57-56,56-0,0-8,8-76,76-3,3-39,39-101
39 13 0 39-52,52-94,94-10,10-13
39 13 1 39-65,65-64,64-67,67-94,94-11,11-13
39 13 2 39-15,15-87,87-88,88-89,89-94,94-18,18-12,12-13
80 66 0 80-46,46-101,101-39,39-52,52-94,94-67,67-66
80 66 1 80-79,79-24,24-82,82-81,81-42,42-43,43-39,39-65,65-88,88-89,89-102,102-66
80 66 2 80-46,46-101,101-39,39-65,65-64,64-67,67-66
43 86 0 43-42,42-81,81-82,82-24,24-79,79-86
43 86 1 43-39,39-101,101-47,47-84,84-85,85-86
43 86 2 43-39,39-101,101-46,46-80,80-79,79-86
100 13 0 100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-10,10-13
100 13 1 100-99,99-98,98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-88,88-89,89-94,94-11,11-13
100 13 2 100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-11,11-13
29 23 0 29-69,69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23
29 23 1 29-31,31-18,18-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-23
29 23 2 29-93,93-66,66-67,67-64,64-65,65-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-21,21-73,73-26,26-23
15 36 0 15-39,39-3,3-37,37-36
15 36 1 15-87,87-52,52-39,39-74,74-14,14-17,17-36
15 36 2 15-39,39-74,74-14,14-17,17-36
19 33 0 19-20,20-25,25-24,24-79,79-80,80-46,46-41,41-33
19 33 1 19-21,21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-37,37-36,36-35,35-34,34-33
19 33 2 19-21,21-73,73-26,26-23,23-24,24-79,79-80,80-46,46-41,41-33
76 22 0 76-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22
76 22 1 76-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95,95-22
76 22 2 76-3,3-78,78-83,83-84,84-85,85-23,23-24,24-25,25-20,20-19,19-22
5 30 0 5-4,4-6,6-71,71-69,69-29,29-30
5 30 1 5-38,38-39,39-65,65-88,88-89,89-102,102-30
5 30 2 5-38,38-39,39-52,52-94,94-18,18-32,32-30
62 65 0 62-54,54-6,6-71,71-64,64-65
62 65 1 62-55,55-8,8-76,76-3,3-39,39-65
62 65 2 62-63,63-60,60-61,61-58,58-56,56-0,0-8,8-7,7-4,4-5,5-38,38-39,39-15,15-87,87-88,88-65
9 91 0 9-55,55-62,62-54,54-6,6-71,71-91
9 91 1 9-0,0-8,8-76,76-3,3-39,39-65,65-64,64-71,71-69,69-90,90-92,92-91
9 91 2 9-55,55-75,75-54,54-6,6-71,71-91
66 28 0 66-67,67-94,94-52,52-39,39-43,43-42,42-81,81-82,82-28
66 28 1 66-102,102-89,89-88,88-65,65-39,39-101,101-46,46-80,80-79,79-24,24-27,27-28
66 28 2 66-67,67-64,64-65,65-39,39-43,43-42,42-81,81-82,82-28
86 91 0 86-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-91
86 91 1 86-79,79-80,80-46,46-101,101-39,39-52,52-94,94-67,67-68,68-90,90-92,92-91
86 91 2 86-79,79-80,80-46,46-101,101-39,39-65,65-64,64-71,71-91
52 95 0 52-45,45-44,44-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95
